AnonID,Cset,Phase,ResponseType,ConclusionRaw,Difficulty,Comparability,ConclusionClass,Type,Mating,Cset Quality (voted),Cset Quality (prescreen),Intervening bullets (min),Intervening bullets (max),Caliber Q1,Q1 Quality (prescreen),Q2 Quality (prescreen),Cset Category (Detailed)
BWRGS,KQ3281,Primary (Baseline),KQ,Insuff,Norm,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, Polygonal, FMJ"
BWRGS,KQ3433,Primary (Baseline),KQ,ID,Diff,ModRepro,Match,KQ,Mated,A:C,G,30.0,48.0,040,G,,"Same Model, Same Sess, FMJ"
BWRGS,KQ3650,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Mated,A:A,G,60.0,78.0,040,G,,"Same Model, Diff Sess, JHP"
BWRGS,KQ3654,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,038,P,,"Diff Model, FMJ"
BWRGS,KQ3844,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Diff Model, FMJ"
BWRGS,KQ3966,Primary (Baseline),KQ,Insuff,Norm,LowRepro,Inconclusive,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, Polygonal, FMJ"
BWRGS,KQ4020,Primary (Baseline),KQ,Insuff,Norm,ModRepro,Inconclusive,KQ,Nonmated,A:B,P,,,040,P,,"Same Model, Diff Sess, JHP"
BWRGS,KQ4115,Primary (Baseline),KQ,LeanExcl,Diff,LowRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Diff Model, FMJ"
BWRGS,KQ4310,Primary (Baseline),KQ,ID,Norm,HiRepro,Match,KQ,Mated,A:B,G,10.0,28.0,9ML,G,,"Same Model, Same Sess, FMJ"
BWRGS,KQ4324,Primary (Baseline),KQ,ID,Diff,ModRepro,Match,KQ,Mated,A:A,P,40.0,58.0,038,P,,"Same Model, Diff Sess, FMJ"
BWRGS,KQ4458,Primary (Baseline),KQ,LeanID,Diff,ModRepro,Match,KQ,Nonmated,A:C,G,,,9ML,G,,"Same Model, Diff Sess, JHP"
BWRGS,KQ4850,Primary (Baseline),KQ,Excl,VDiff,LowRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Diff Make, FMJ"
BWRGS,KQ4884,Primary (Baseline),KQ,LeanID,Diff,LowRepro,Match,KQ,Mated,A:B,G,0.0,8.0,040,G,,"Same Model, Same SubSess, FMJ"
BWRGS,KQ4911,Primary (Baseline),KQ,LeanExcl,Diff,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, FMJ"
BWTHL,KQ1018,Primary (Baseline),KQ,ID,Diff,ModRepro,Match,KQ,Mated,A:B,G,20.0,38.0,9ML,G,,"Same Model, Same Sess, JHP"
BWTHL,KQ1135,Primary (Baseline),KQ,LeanID,VDiff,LowRepro,Match,KQ,Mated,A:B,G,20.0,38.0,040,G,,"Same Model, Same Sess, FMJ"
BWTHL,KQ1144,Primary (2nd assignments),KQ,ID,Diff,ModRepro,Match,KQ,Mated,A:A,P,40.0,58.0,040,P,,"Same Model, Diff Sess, FMJ"
BWTHL,KQ1144,Primary (Baseline),KQ,ID,Diff,ModRepro,Match,KQ,Mated,A:A,P,40.0,58.0,040,P,,"Same Model, Diff Sess, FMJ"
BWTHL,KQ1225,Primary (Baseline),KQ,ID,Norm,HiRepro,Match,KQ,Mated,A:B,G,0.0,8.0,040,G,,"Same Model, Same SubSess, FMJ"
BWTHL,KQ1226,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:A,P,,,038,P,,"Same Model, Diff Sess, JHP"
BWTHL,KQ1227,Primary (2nd assignments),KQ,LeanExcl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Diff Model, JHP"
BWTHL,KQ1227,Primary (Baseline),KQ,LeanExcl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Diff Model, JHP"
BWTHL,KQ1302,Primary (2nd assignments),KQ,LeanID,VDiff,ModRepro,Match,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, FMJ"
BWTHL,KQ1302,Primary (Baseline),KQ,ID,Diff,ModRepro,Match,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, FMJ"
BWTHL,KQ1481,Primary (Baseline),KQ,ID,Norm,ModRepro,Match,KQ,Mated,A:A,P,0.0,8.0,040,P,,"Same Model, Same SubSess, FMJ"
BWTHL,KQ1554,Primary (Baseline),KQ,ID,Easy,HiRepro,Match,KQ,Mated,A:C,G,0.0,8.0,9ML,G,,"Same Model, Same SubSess, JHP"
BWTHL,KQ1766,Primary (Baseline),KQ,LeanExcl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Diff Make, JHP"
BWTHL,KQ1820,Primary (Baseline),KQ,ID,VEasy,HiRepro,Match,KQ,Mated,A:B,G,40.0,58.0,038,G,,"Same Model, Diff Sess, JHP"
BWTHL,KQ1877,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, FMJ"
BWTHL,KQ2007,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, Polygonal, FMJ"
BWTHL,KQ2040,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Diff Model, FMJ"
BWTHL,KQ2067,Primary (Baseline),KQ,LeanID,Diff,LowRepro,Match,KQ,Mated,A:D,U,0.0,8.0,9ML,U,,"Same Model, Same SubSess, FMJ, Poor quality"
BWTHL,KQ2187,Primary (Baseline),KQ,ID,Norm,ModRepro,Match,KQ,Nonmated,A:A,P,,,038,P,,"Same Model, Diff Sess, JHP"
BWTHL,KQ2615,Primary (Baseline),KQ,ID,VDiff,LowRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, Polygonal, FMJ"
BWTHL,KQ2646,Primary (Baseline),KQ,Excl,Easy,ModRepro,NonMatch,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, FMJ"
BWTHL,KQ2692,Primary (Baseline),KQ,Excl,VEasy,ModRepro,NonMatch,KQ,Nonmated,A:B,P,,,9ML,P,,"Diff Model, FMJ"
BWTHL,KQ2808,Primary (Baseline),KQ,Excl,VEasy,ModRepro,NonMatch,KQ,Nonmated,A:A,P,,,9ML,P,,"Diff Model, FMJ"
BWTHL,KQ2816,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Diff Make, JHP"
BWTHL,KQ2877,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:B,B,,,040,B,,"Same Model, Diff Sess, JHP"
BWTHL,KQ2928,Primary (Baseline),KQ,LeanID,VDiff,LowRepro,Match,KQ,Nonmated,A:B,G,,,9ML,G,,"Diff Make, FMJ"
BWTHL,KQ2954,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, FMJ"
BWTHL,KQ3124,Primary (2nd assignments),KQ,ID,Norm,HiRepro,Match,KQ,Mated,A:B,G,0.0,8.0,9ML,G,,"Same Model, Same SubSess, FMJ"
BWTHL,KQ3124,Primary (Baseline),KQ,ID,Norm,ModRepro,Match,KQ,Mated,A:B,G,0.0,8.0,9ML,G,,"Same Model, Same SubSess, FMJ"
BWTHL,KQ3167,Primary (Baseline),KQ,LeanExcl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:A,P,,,038,P,,"Diff Make, JHP"
BWTHL,KQ3188,Primary (Baseline),KQ,ID,Easy,HiRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, FMJ"
BWTHL,KQ3208,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Diff Make, JHP"
BWTHL,KQ3497,Primary (Baseline),KQ,LeanID,Diff,ModRepro,Match,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, JHP"
BWTHL,KQ3864,Primary (Baseline),KQ,LeanExcl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:A,P,,,038,P,,"Diff Make, FMJ"
BWTHL,KQ3880,Primary (Baseline),KQ,ID,Diff,ModRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, JHP"
BWTHL,KQ4006,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, FMJ"
BWTHL,KQ4034,Primary (Baseline),KQ,Insuff,VDiff,LowRepro,Inconclusive,KQ,Nonmated,A:C,G,,,9ML,G,,"Same Model, Diff Sess, JHP, Poor quality"
BWTHL,KQ4073,Primary (Baseline),KQ,LeanID,Diff,ModRepro,Match,KQ,Nonmated,A:B,G,,,038,G,,"Diff Model, FMJ"
BWTHL,KQ4238,Primary (Baseline),KQ,ID,Diff,ModRepro,Match,KQ,Nonmated,A:C,G,,,9ML,G,,"Diff Model, FMJ, Poor quality"
BWTHL,KQ4240,Primary (Baseline),KQ,Insuff,Diff,HiRepro,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, JHP"
BWTHL,KQ4274,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:B,G,,,040,G,,"Same Model, Diff Sess, JHP"
BWTHL,KQ4296,Primary (Baseline),KQ,Insuff,VDiff,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, Polygonal, FMJ"
BWTHL,KQ4381,Primary (Baseline),KQ,LeanID,Diff,HiRepro,Match,KQ,Mated,A:C,B,0.0,18.0,9ML,B,,"Same Model, Same Sess, JHP, Poor quality"
BWTHL,KQ4405,Primary (Baseline),KQ,ID,Norm,ModRepro,Match,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, FMJ"
BWTHL,KQ4445,Primary (Baseline),KQ,ID,Norm,ModRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, FMJ"
BWTHL,KQ4519,Primary (Baseline),KQ,ID,Norm,ModRepro,Match,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, JHP"
BWTHL,KQ4520,Primary (2nd assignments),KQ,ID,Diff,ModRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, Polygonal, FMJ"
BWTHL,KQ4520,Primary (Baseline),KQ,ID,Norm,ModRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, Polygonal, FMJ"
BWTHL,KQ4642,Primary (Baseline),KQ,LeanID,VDiff,ModRepro,Match,KQ,Nonmated,A:B,G,,,040,G,,"Same Model, Diff Sess, FMJ"
BWTHL,KQ4894,Primary (Baseline),KQ,LeanID,VDiff,ModRepro,Match,KQ,Nonmated,A:C,B,,,040,B,,"Same Model, Diff Sess, FMJ, Poor quality"
BZQPG,KQ1259,Primary (Baseline),KQ,LeanID,Diff,LowRepro,Match,KQ,Mated,A:A,P,70.0,88.0,040,P,,"Same Model, Diff Sess, JHP"
BZQPG,KQ1375,Primary (Baseline),KQ,LeanID,Diff,LowRepro,Match,KQ,Nonmated,A:B,G,,,9ML,G,,"Diff Make, JHP"
BZQPG,KQ1476,Primary (Baseline),KQ,Insuff,Norm,HiRepro,Inconclusive,KQ,Mated,A:D,U,10.0,28.0,9ML,U,,"Same Model, Diff Sess, FMJ, Poor quality"
BZQPG,KQ1492,Primary (Baseline),KQ,LeanID,Diff,LowRepro,Match,KQ,Mated,A:B,B,0.0,8.0,040,B,,"Same Model, Same SubSess, JHP"
BZQPG,KQ1708,Primary (Baseline),KQ,Insuff,Norm,HiRepro,Inconclusive,KQ,Mated,A:B,G,40.0,58.0,038,G,,"Same Model, Diff Sess, FMJ"
BZQPG,KQ1768,Primary (Baseline),KQ,ID,Norm,HiRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, FMJ"
BZQPG,KQ1904,Primary (Baseline),KQ,LeanID,Norm,HiRepro,Match,KQ,Nonmated,A:A,P,,,038,P,,"Diff Model, JHP"
BZQPG,KQ2050,Primary (Baseline),KQ,LeanID,Diff,HiRepro,Match,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, FMJ"
BZQPG,KQ2149,Primary (Baseline),KQ,LeanID,Norm,ModRepro,Match,KQ,Mated,A:A,P,0.0,8.0,9ML,P,,"Same Model, Same SubSess, Polygonal, FMJ"
BZQPG,KQ2359,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:B,G,,,040,G,,"Same Model, Diff Sess, JHP"
BZQPG,KQ2472,Primary (Baseline),KQ,LeanExcl,Norm,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, FMJ"
BZQPG,KQ2733,Primary (Baseline),KQ,ID,Norm,HiRepro,Match,KQ,Mated,A:B,G,0.0,8.0,9ML,G,,"Same Model, Same SubSess, FMJ"
BZQPG,KQ3030,Primary (Baseline),KQ,Insuff,Norm,HiRepro,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Diff Model, JHP"
BZQPG,KQ3138,Primary (Baseline),KQ,ID,Norm,HiRepro,Match,KQ,Mated,A:B,G,30.0,48.0,9ML,G,,"Same Model, Same Sess, JHP"
BZQPG,KQ3313,Primary (Baseline),KQ,LeanID,Norm,ModRepro,Match,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, FMJ"
BZQPG,KQ3542,Primary (Baseline),KQ,Insuff,Norm,HiRepro,Inconclusive,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, JHP"
BZQPG,KQ3572,Primary (Baseline),KQ,Excl,Easy,HiRepro,NonMatch,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, JHP"
BZQPG,KQ3573,Primary (Baseline),KQ,Insuff,Norm,HiRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, FMJ"
BZQPG,KQ3598,Primary (Baseline),KQ,Excl,Norm,LowRepro,NonMatch,KQ,Nonmated,A:A,P,,,9ML,P,,"Diff Model, FMJ"
BZQPG,KQ4153,Primary (Baseline),KQ,LeanID,Norm,ModRepro,Match,KQ,Nonmated,A:B,G,,,038,G,,"Diff Model, FMJ"
BZVPB,KQ1253,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,9ML,P,,"Same Model, Diff Sess, Polygonal, FMJ"
BZVPB,KQ1481,Primary (Baseline),KQ,ID,Easy,ModRepro,Match,KQ,Mated,A:A,P,0.0,8.0,040,P,,"Same Model, Same SubSess, FMJ"
BZVPB,KQ1590,Primary (Baseline),KQ,LeanID,VDiff,LowRepro,Match,KQ,Nonmated,A:B,G,,,9ML,G,,"Same Model, Diff Sess, JHP"
BZVPB,KQ1877,Primary (Baseline),KQ,LeanExcl,Easy,ModRepro,NonMatch,KQ,Nonmated,A:B,G,,,038,G,,"Same Model, Diff Sess, FMJ"
BZVPB,KQ2187,Primary (Baseline),KQ,Insuff,Diff,LowRepro,Inconclusive,KQ,Nonmated,A:A,P,,,038,P,,"Same Model, Diff Sess, JHP"
BZVPB,KQ2270,Primary (Baseline),KQ,LeanExcl,Easy,ModRepro,NonMatch,KQ,Nonmated,A:A,P,,,9ML,P,,"Diff Make, FMJ"
BZVPB,KQ2877,Primary (Baseline),KQ,LeanID,VDiff,ModRepro,Match,KQ,Nonmated,A:B,B,,,040,B,,"Same Model, Diff Sess, JHP"
BZVPB,KQ4073,Primary (Baseline),KQ,Insuff,Diff,ModRepro,Inconclusive,KQ,Nonmated,A:B,G,,,038,G,,"Diff Model, FMJ"
BZVPB,KQ4424,Primary (Baseline),KQ,ID,Norm,LowRepro,Match,KQ,Mated,A:B,G,0.0,8.0,9ML,G,,"Same Model, Same SubSess, JHP"
BZVPB,KQ4434,Primary (Baseline),KQ,Excl,Easy,HiRepro,NonMatch,KQ,Nonmated,A:B,G,,,9ML,G,,"Diff Make, JHP"
BARSM,QQ5076,Primary (Baseline),QQ,LeanExcl,Norm,,NonMatch,QQ,Nonmated,A:C,PG,,,9ML,P,G,"Same Model, Diff Sess, FMJ"
BARSM,QQ5179,Primary (Baseline),QQ,LeanExcl,Diff,,NonMatch,QQ,Nonmated,B:B,GG,,,038,G,G,"Diff Model, FMJ"
BARSM,QQ5218,Primary (Baseline),QQ,NoValue,na,,Inconclusive,QQ,Nonmated,A:B,PG,,,9ML,P,G,"Same Model, Diff Sess, FMJ"
BARSM,QQ6155,Primary (Baseline),QQ,ID,Norm,,Match,QQ,Mated,A:B,PG,20.0,38.0,038,P,G,"Same Model, Diff Sess, JHP"
BARSM,QQ7383,Primary (Baseline),QQ,Excl,VEasy,,NonMatch,QQ,Nonmated,A:A,PP,,,9ML,P,P,"Diff Model, FMJ-JHP"
BARSM,QQ7556,Primary (Baseline),QQ,LeanExcl,Norm,,NonMatch,QQ,Mated,B:B,GG,40.0,58.0,038,G,G,"Same Model, Diff Sess, FMJ-JHP"
BARSM,QQ7644,Primary (Baseline),QQ,ID,Norm,,Match,QQ,Mated,B:B,GG,0.0,8.0,038,G,G,"Same Model, Same SubSess, JHP"
BARSM,QQ8231,Primary (Baseline),QQ,LeanExcl,Diff,,NonMatch,QQ,Nonmated,A:A,PP,,,9ML,P,P,"Diff Make, FMJ"
BARSM,QQ8351,Primary (Baseline),QQ,LeanExcl,Easy,,NonMatch,QQ,Nonmated,A:A,PP,,,9ML,P,P,"Same Model, Diff Sess, JHP"
BARSM,QQ8616,Primary (Baseline),QQ,LeanExcl,Norm,,NonMatch,QQ,Nonmated,A:B,PG,,,038,P,G,"Same Model, Diff Sess, FMJ"
BATVZ,QQ5015,Primary (Baseline),QQ,Excl,Norm,,NonMatch,QQ,Nonmated,A:B,PG,,,9ML,P,G,"Diff Model, FMJ-JHP"
BATVZ,QQ5035,Primary (Baseline),QQ,LeanExcl,Norm,,NonMatch,QQ,Nonmated,A:A,PP,,,040,P,P,"Same Model, Diff Sess, FMJ"
BATVZ,QQ5061,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Mated,A:B,PG,0.0,8.0,038,P,G,"Same Model, Same SubSess, FMJ"
BATVZ,QQ5076,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,A:C,PG,,,9ML,P,G,"Same Model, Diff Sess, FMJ"
BATVZ,QQ5094,Primary (Baseline),QQ,LeanID,Norm,,Match,QQ,Mated,A:A,PP,30.0,48.0,040,P,P,"Same Model, Diff Sess, FMJ-JHP"
BATVZ,QQ5179,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,B:B,GG,,,038,G,G,"Diff Model, FMJ"
BATVZ,QQ5218,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,A:B,PG,,,9ML,P,G,"Same Model, Diff Sess, FMJ"
BATVZ,QQ5329,Primary (Baseline),QQ,Excl,Easy,,NonMatch,QQ,Nonmated,B:B,GG,,,038,G,G,"Diff Make, FMJ"
BATVZ,QQ5357,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Mated,B:B,GG,50.0,68.0,038,G,G,"Same Model, Diff Sess, JHP-FMJ"
BATVZ,QQ5510,Primary (Baseline),QQ,ID,Norm,,Match,QQ,Mated,B:B,GG,0.0,8.0,9ML,G,G,"Same Model, Same SubSess, FMJ"
BATVZ,QQ5523,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,B:B,GG,,,040,G,G,"Same Model, Diff Sess, JHP"
BATVZ,QQ5567,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,B:C,GG,,,038,G,G,"Same Model, Diff Sess, FMJ"
BATVZ,QQ5812,Primary (Baseline),QQ,ID,Norm,,Match,QQ,Mated,B:B,GG,40.0,58.0,038,G,G,"Same Model, Diff Sess, JHP"
BATVZ,QQ5882,Primary (Baseline),QQ,Excl,Easy,,NonMatch,QQ,Nonmated,A:B,PG,,,9ML,P,G,"Diff Make, FMJ-JHP"
BATVZ,QQ5935,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,A:A,PP,,,9ML,P,P,"Same Model, Diff Sess, FMJ"
BATVZ,QQ5967,Primary (Baseline),QQ,LeanID,Norm,,Match,QQ,Nonmated,A:B,PG,,,038,P,G,"Diff Model, JHP"
BATVZ,QQ5984,Primary (Baseline),QQ,ID,Norm,,Match,QQ,Mated,A:A,PP,0.0,8.0,038,P,P,"Same Model, Same SubSess, JHP"
BATVZ,QQ6132,Primary (Baseline),QQ,Excl,Easy,,NonMatch,QQ,Nonmated,A:A,PP,,,9ML,P,P,"Diff Caliber, FMJ"
BATVZ,QQ6754,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,B:B,GG,,,038,G,G,"Same Model, Diff Sess, FMJ"
BATVZ,QQ6964,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Mated,A:B,PG,30.0,48.0,038,G,P,"Same Model, Diff Sess, FMJ-JHP"
BATVZ,QQ7306,Primary (Baseline),QQ,LeanID,Norm,,Match,QQ,Nonmated,A:B,PG,,,9ML,P,G,"Same Model, Diff Sess, FMJ"
BATVZ,QQ7383,Primary (Baseline),QQ,Excl,Norm,,NonMatch,QQ,Nonmated,A:A,PP,,,9ML,P,P,"Diff Model, FMJ-JHP"
BATVZ,QQ7426,Primary (Baseline),QQ,LeanExcl,Norm,,NonMatch,QQ,Nonmated,A:A,PP,,,9ML,P,P,"Same Model, Diff Sess, FMJ-JHP"
BATVZ,QQ8021,Primary (Baseline),QQ,ID,Norm,,Match,QQ,Mated,A:B,PG,30.0,48.0,9ML,P,G,"Same Model, Diff Sess, JHP"
BATVZ,QQ8054,Primary (Baseline),QQ,ID,Norm,,Match,QQ,Mated,B:B,GG,0.0,8.0,9ML,G,G,"Same Model, Same SubSess, JHP"
BATVZ,QQ8101,Primary (Baseline),QQ,Excl,Easy,,NonMatch,QQ,Nonmated,A:B,PG,,,038,P,G,"Diff Caliber, FMJ"
BATVZ,QQ8227,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Mated,B:B,GG,50.0,68.0,038,G,G,"Same Model, Diff Sess, FMJ-JHP"
BATVZ,QQ8231,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,A:A,PP,,,9ML,P,P,"Diff Make, FMJ"
BATVZ,QQ8258,Primary (Baseline),QQ,Excl,Norm,,NonMatch,QQ,Nonmated,A:A,PP,,,9ML,P,P,"Diff Make, JHP-FMJ"
BATVZ,QQ8295,Primary (Baseline),QQ,ID,Norm,,Match,QQ,Mated,A:A,PP,60.0,78.0,9ML,P,P,"Same Model, Diff Sess, FMJ-JHP"
BATVZ,QQ8410,Primary (Baseline),QQ,ID,Norm,,Match,QQ,Mated,A:B,PG,0.0,8.0,040,P,G,"Same Model, Same SubSess, JHP"
BATVZ,QQ8416,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,A:B,PG,,,9ML,P,G,"Same Model, Diff Sess, JHP"
BATVZ,QQ8421,Primary (Baseline),QQ,Excl,Norm,,NonMatch,QQ,Nonmated,B:B,GG,,,9ML,G,G,"Diff Caliber, JHP-FMJ"
BATVZ,QQ8590,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,B:B,GG,,,9ML,G,G,"Diff Make, JHP"
BATVZ,QQ8594,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,A:A,PP,,,9ML,P,P,"Same Model, Diff Sess, JHP"
BBEAR,QQ5065,Supplemental,QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,B:B,GG,,,038,G,G,"Same Model, Diff Sess, FMJ"
BBEAR,QQ5443,Primary (Baseline),QQ,Excl,Easy,,NonMatch,QQ,Nonmated,B:C,GG,,,038,G,G,"Diff Caliber, FMJ"
BBEAR,QQ5665,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,A:A,PP,,,038,P,P,"Same Model, Diff Sess, FMJ"
BBEAR,QQ5719,Supplemental,QQ,Insuff,Norm,,Inconclusive,QQ,Mated,B:B,GG,90.0,108.0,038,G,G,"Same Model, Diff Sess, JHP-FMJ"
BBEAR,QQ5776,Supplemental,QQ,Insuff,Diff,,Inconclusive,QQ,Nonmated,A:C,PG,,,9ML,P,G,"Same Model, Diff Sess, JHP"
BBEAR,QQ5973,Supplemental,QQ,LeanExcl,Norm,,NonMatch,QQ,Mated,B:B,GG,60.0,78.0,9ML,G,G,"Same Model, Diff Sess, FMJ-JHP"
BBEAR,QQ5989,Primary (Baseline),QQ,LeanExcl,Norm,,NonMatch,QQ,Nonmated,A:B,PG,,,038,P,G,"Diff Make, JHP"
BBEAR,QQ6024,Primary (Baseline),QQ,Excl,VEasy,,NonMatch,QQ,Nonmated,A:A,PP,,,9ML,P,P,"Diff Model, JHP"
BBEAR,QQ6208,Primary (Baseline),QQ,Excl,Norm,,NonMatch,QQ,Nonmated,A:C,PG,,,9ML,P,G,"Diff Model, FMJ"
BBEAR,QQ6300,Primary (Baseline),QQ,ID,Diff,,Match,QQ,Mated,A:B,PG,0.0,8.0,040,G,P,"Same Model, Same SubSess, JHP"
BBEAR,QQ6380,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,B:B,GG,,,038,G,G,"Same Model, Diff Sess, JHP"
BBEAR,QQ6382,Primary (Baseline),QQ,Insuff,Diff,,Inconclusive,QQ,Nonmated,A:C,PG,,,040,P,G,"Same Model, Diff Sess, JHP"
BBEAR,QQ6411,Primary (Baseline),QQ,ID,Norm,,Match,QQ,Mated,A:A,PP,60.0,78.0,040,P,P,"Same Model, Diff Sess, FMJ-JHP"
BBEAR,QQ6471,Primary (Baseline),QQ,ID,Diff,,Match,QQ,Mated,B:B,GG,30.0,48.0,9ML,G,G,"Same Model, Diff Sess, JHP"
BBEAR,QQ6532,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Nonmated,A:A,PP,,,9ML,P,P,"Same Model, Diff Sess, JHP"
BBEAR,QQ6590,Primary (Baseline),QQ,LeanExcl,Norm,,NonMatch,QQ,Mated,A:A,GG,0.0,8.0,038,G,G,"Same Model, Same SubSess, FMJ"
BBEAR,QQ6714,Primary (Baseline),QQ,LeanExcl,Norm,,NonMatch,QQ,Nonmated,B:B,GG,,,038,G,G,"Same Model, Diff Sess, FMJ-JHP"
BBEAR,QQ6730,Primary (Baseline),QQ,Excl,Easy,,NonMatch,QQ,Nonmated,B:B,PP,,,9ML,P,P,"Diff Make, FMJ-JHP"
BBEAR,QQ6802,Supplemental,QQ,Insuff,Diff,,Inconclusive,QQ,Nonmated,C:C,GG,,,9ML,G,G,"Same Model, Diff Sess, FMJ"
BBEAR,QQ6843,Primary (Baseline),QQ,Insuff,Norm,,Inconclusive,QQ,Mated,B:B,GG,40.0,58.0,9ML,G,G,"Same Model, Diff Sess, FMJ-JHP"
